Unnamed: 0,text,diggCount,replyCommentTotal,createTimeISO,videoWebUrl,place,text_tokens,bigrams,sentiment,sentiment_score
17256,alhamdulilah semoga memberkati,1,0.0,09/22/2024 12:41:53,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['alhamdulilah', 'semoga', 'memberkati']","[('alhamdulilah', 'semoga'), ('semoga', 'memberkati')]",positive,0.9926698803901672
17257,bukit mokcun,1,0.0,09/28/2024 00:03:41,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['bukit', 'mokcun']","[('bukit', 'mokcun')]",neutral,0.9882158041000366
17258,aduus sedapnya ais kacang perisa teliuk jugak ni dok telan air liuk ni guk guk guk,1,0.0,09/22/2024 18:20:49,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['aduus', 'sedapnya', 'ais', 'kacang', 'perisa', 'teliuk', 'jugak', 'ni', 'dok', 'telan', 'air', 'liuk', 'ni', 'guk', 'guk', 'guk']","[('aduus', 'sedapnya'), ('sedapnya', 'ais'), ('ais', 'kacang'), ('kacang', 'perisa'), ('perisa', 'teliuk'), ('teliuk', 'jugak'), ('jugak', 'ni'), ('ni', 'dok'), ('dok', 'telan'), ('telan', 'air'), ('air', 'liuk'), ('liuk', 'ni'), ('ni', 'guk'), ('guk', 'guk'), ('guk', 'guk')]",negative,0.5190207362174988
17259,slm hdr,0,1.0,05/24/2025 14:13:12,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['slm', 'hdr']","[('slm', 'hdr')]",neutral,0.8569964170455933
17260,cuti,0,1.0,05/28/2025 12:34:05,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,['cuti'],[],neutral,0.8647692203521729
17261,ni buka ka,1,1.0,06/22/2025 14:34:18,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['ni', 'buka', 'ka']","[('ni', 'buka'), ('buka', 'ka')]",positive,0.6492448449134827
17262,esok buka,1,1.0,06/04/2025 20:16:59,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['esok', 'buka']","[('esok', 'buka')]",positive,0.5037957429885864
17263,mna ni,0,1.0,11/21/2024 07:48:42,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['mna', 'ni']","[('mna', 'ni')]",neutral,0.9611964225769043
17264,ni pakku tokey baju ultron kaa,0,1.0,09/23/2024 19:47:15,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['ni', 'pakku', 'tokey', 'baju', 'ultron', 'kaa']","[('ni', 'pakku'), ('pakku', 'tokey'), ('tokey', 'baju'), ('baju', 'ultron'), ('ultron', 'kaa')]",positive,0.6500101685523987
17265,esok singgah la jalan ka,2,2.0,05/23/2025 09:34:10,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['esok', 'singgah', 'la', 'jalan', 'ka']","[('esok', 'singgah'), ('singgah', 'la'), ('la', 'jalan'), ('jalan', 'ka')]",positive,0.8694941401481628
17266,buka tiap-tiap ka,0,1.0,10/14/2024 21:33:40,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['buka', 'tiap-tiap', 'ka']","[('buka', 'tiap-tiap'), ('tiap-tiap', 'ka')]",positive,0.5237786173820496
17267,blik ni kk kna pergi try ni,1,1.0,09/22/2024 22:10:43,https://www.tiktok.com/@anakolah/video/7416909029672324368,Restoran D Laman,"['blik', 'ni', 'kk', 'kna', 'pergi', 'try', 'ni']","[('blik', 'ni'), ('ni', 'kk'), ('kk', 'kna'), ('kna', 'pergi'), ('pergi', 'try'), ('try', 'ni')]",neutral,0.6429126858711243
17268,padang sera hadir,0,0.0,03/26/2023 18:59:37,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['padang', 'sera', 'hadir']","[('padang', 'sera'), ('sera', 'hadir')]",neutral,0.9407874345779419
17269,simple nampak sedap,0,0.0,02/13/2023 17:53:36,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['simple', 'nampak', 'sedap']","[('simple', 'nampak'), ('nampak', 'sedap')]",positive,0.8452247977256775
17270,,0,0.0,05/12/2025 12:17:57,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,['nan'],[],neutral,0.8647692203521729
17271,padang serai padang sera,0,0.0,01/21/2024 21:06:36,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['padang', 'serai', 'padang', 'sera']","[('padang', 'serai'), ('serai', 'padang'), ('padang', 'sera')]",negative,0.4604072868824005
17272,nasi kandar melayu padang sera,0,0.0,01/28/2023 22:51:09,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nasi', 'kandar', 'melayu', 'padang', 'sera']","[('nasi', 'kandar'), ('kandar', 'melayu'), ('melayu', 'padang'), ('padang', 'sera')]",neutral,0.5370192527770996
17273,enam ringgit,0,0.0,11/23/2022 23:34:03,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['enam', 'ringgit']","[('enam', 'ringgit')]",neutral,0.5870930552482605
17274,kampung saiya tu pasar tu ahad je ado,0,1.0,11/29/2022 21:11:17,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['kampung', 'saiya', 'tu', 'pasar', 'tu', 'ahad', 'je', 'ado']","[('kampung', 'saiya'), ('saiya', 'tu'), ('tu', 'pasar'), ('pasar', 'tu'), ('tu', 'ahad'), ('ahad', 'je'), ('je', 'ado')]",neutral,0.5502716302871704
17275,nama kedai biarlah rahsia,0,1.0,11/24/2022 00:21:16,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nama', 'kedai', 'biarlah', 'rahsia']","[('nama', 'kedai'), ('kedai', 'biarlah'), ('biarlah', 'rahsia')]",neutral,0.9727399945259094
17276,hmm,0,1.0,11/24/2022 00:59:49,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,['hmm'],[],neutral,0.8647692203521729
17277,kg tu,0,1.0,11/24/2022 01:21:57,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['kg', 'tu']","[('kg', 'tu')]",negative,0.7419172525405884
17278,Kodiang rumah tokwan,0,1.0,11/30/2022 13:49:32,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['Kodiang', 'rumah', 'tokwan']","[('kodiang', 'rumah'), ('rumah', 'tokwan')]",neutral,0.4226887822151184
17279,sebutan padang sera padang seqa nasi lauk ayam tu enam ringgit,1,1.0,11/23/2022 23:21:23,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['sebutan', 'padang', 'sera', 'padang', 'seqa', 'nasi', 'lauk', 'ayam', 'tu', 'enam', 'ringgit']","[('sebutan', 'padang'), ('padang', 'sera'), ('sera', 'padang'), ('padang', 'seqa'), ('seqa', 'nasi'), ('nasi', 'lauk'), ('lauk', 'ayam'), ('ayam', 'tu'), ('tu', 'enam'), ('enam', 'ringgit')]",neutral,0.5068755745887756
17280,singgah support nasi kandaq the best,0,0.0,12/08/2022 15:45:03,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['singgah', 'support', 'nasi', 'kandaq', 'the', 'best']","[('singgah', 'support'), ('support', 'nasi'), ('nasi', 'kandaq'), ('kandaq', 'the'), ('the', 'best')]",positive,0.8729603290557861
17281,post ni la Kodiang ni,2,2.0,11/25/2022 21:13:21,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['post', 'ni', 'la', 'Kodiang', 'ni']","[('post', 'ni'), ('ni', 'la'), ('la', 'kodiang'), ('kodiang', 'ni')]",positive,0.43332821130752563
17282,enam ringgit,0,0.0,11/24/2022 00:29:52,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['enam', 'ringgit']","[('enam', 'ringgit')]",neutral,0.5870930552482605
17283,singgah warung adik Kodiang pulak,0,0.0,11/25/2022 14:50:27,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['singgah', 'warung', 'adik', 'Kodiang', 'pulak']","[('singgah', 'warung'), ('warung', 'adik'), ('adik', 'kodiang'), ('kodiang', 'pulak')]",positive,0.8157587647438049
17284,lima ringgit,0,0.0,11/24/2022 19:08:24,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['lima', 'ringgit']","[('lima', 'ringgit')]",positive,0.8566805124282837
17285,tk habaq batu rumah ja harga nasi tu enam ringgir,0,0.0,12/30/2022 08:41:36,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['tk', 'habaq', 'batu', 'rumah', 'ja', 'harga', 'nasi', 'tu', 'enam', 'ringgir']","[('tk', 'habaq'), ('habaq', 'batu'), ('batu', 'rumah'), ('rumah', 'ja'), ('ja', 'harga'), ('harga', 'nasi'), ('nasi', 'tu'), ('tu', 'enam'), ('enam', 'ringgir')]",positive,0.5102863907814026
17286,nasi kandaq naset,0,0.0,11/24/2022 01:12:33,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nasi', 'kandaq', 'naset']","[('nasi', 'kandaq'), ('kandaq', 'naset')]",positive,0.656624436378479
17287,sedap kmpg pergi terai,0,0.0,02/06/2023 07:06:29,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['sedap', 'kmpg', 'pergi', 'terai']","[('sedap', 'kmpg'), ('kmpg', 'pergi'), ('pergi', 'terai')]",negative,0.6509418487548828
17288,tu sekolah btw nama kedai tu nazir nasi kansas kt Kodiang ngan kt arau,0,0.0,11/30/2022 22:23:15,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['tu', 'sekolah', 'btw', 'nama', 'kedai', 'tu', 'nazir', 'nasi', 'kansas', 'kt', 'Kodiang', 'ngan', 'kt', 'arau']","[('tu', 'sekolah'), ('sekolah', 'btw'), ('btw', 'nama'), ('nama', 'kedai'), ('kedai', 'tu'), ('tu', 'nazir'), ('nazir', 'nasi'), ('nasi', 'kansas'), ('kansas', 'kt'), ('kt', 'kodiang'), ('kodiang', 'ngan'), ('ngan', 'kt'), ('kt', 'arau')]",neutral,0.9911203980445862
17289,sll teman husband makan nasi kandaq nii lauk daging,0,0.0,12/20/2022 18:36:00,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['sll', 'teman', 'husband', 'makan', 'nasi', 'kandaq', 'nii', 'lauk', 'daging']","[('sll', 'teman'), ('teman', 'husband'), ('husband', 'makan'), ('makan', 'nasi'), ('nasi', 'kandaq'), ('kandaq', 'nii'), ('nii', 'lauk'), ('lauk', 'daging')]",positive,0.6181487441062927
17290,nasir nasi kandar,0,0.0,11/24/2022 22:26:35,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nasir', 'nasi', 'kandar']","[('nasir', 'nasi'), ('nasi', 'kandar')]",neutral,0.8072293996810913
17291,kedai ni sekolah kebangsaan siputeh,0,0.0,11/24/2022 10:24:00,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['kedai', 'ni', 'sekolah', 'kebangsaan', 'siputeh']","[('kedai', 'ni'), ('ni', 'sekolah'), ('sekolah', 'kebangsaan'), ('kebangsaan', 'siputeh')]",neutral,0.9035871028900146
17292,sarawak,1,0.0,06/06/2023 14:43:55,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['sarawak'],[],neutral,0.8647692203521729
17293,abng ni,1,0.0,06/06/2023 09:34:24,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['abng', 'ni']","[('abng', 'ni')]",neutral,0.5520886182785034
17294,makan sembilan seremban aisyah de kitchen makanan korea masakan melayu,1,0.0,06/02/2023 17:13:06,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['makan', 'sembilan', 'seremban', 'aisyah', 'de', 'kitchen', 'makanan', 'korea', 'masakan', 'melayu']","[('makan', 'sembilan'), ('sembilan', 'seremban'), ('seremban', 'aisyah'), ('aisyah', 'de'), ('de', 'kitchen'), ('kitchen', 'makanan'), ('makanan', 'korea'), ('korea', 'masakan'), ('masakan', 'melayu')]",positive,0.6427700519561768
17295,eh tau ni kena google ni,1,0.0,06/04/2023 19:53:15,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['eh', 'tau', 'ni', 'kena', 'google', 'ni']","[('eh', 'tau'), ('tau', 'ni'), ('ni', 'kena'), ('kena', 'google'), ('google', 'ni')]",neutral,0.8672451972961426
17296,Kodiang hadir,1,0.0,06/03/2023 10:54:29,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['Kodiang', 'hadir']","[('kodiang', 'hadir')]",neutral,0.893336296081543
17297,saya makan kt,1,0.0,06/02/2023 17:28:22,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['saya', 'makan', 'kt']","[('saya', 'makan'), ('makan', 'kt')]",neutral,0.5297272801399231
17298,tandop Kodiang tp pernh singgah tp sungai tu pergi mengai,1,0.0,06/16/2023 22:40:41,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['tandop', 'Kodiang', 'tp', 'pernh', 'singgah', 'tp', 'sungai', 'tu', 'pergi', 'mengai']","[('tandop', 'kodiang'), ('kodiang', 'tp'), ('tp', 'pernh'), ('pernh', 'singgah'), ('singgah', 'tp'), ('tp', 'sungai'), ('sungai', 'tu'), ('tu', 'pergi'), ('pergi', 'mengai')]",negative,0.7191550135612488
17299,dua,1,0.0,06/02/2023 17:10:45,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['dua'],[],neutral,0.8647692203521729
17300,rumah,1,0.0,06/16/2023 22:06:53,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['rumah'],[],neutral,0.8647692203521729
17301,ehem akak tu dh kahwin eh,1,0.0,06/02/2023 17:32:45,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['ehem', 'akak', 'tu', 'dh', 'kahwin', 'eh']","[('ehem', 'akak'), ('akak', 'tu'), ('tu', 'dh'), ('dh', 'kahwin'), ('kahwin', 'eh')]",positive,0.7742817401885986
17302,sdpnya,1,0.0,06/02/2023 21:46:59,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['sdpnya'],[],neutral,0.8647692203521729
17303,,0,0.0,07/04/2023 14:38:24,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['nan'],[],neutral,0.8647692203521729
17304,nasi kandaq nasir,0,0.0,01/07/2023 21:35:48,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nasi', 'kandaq', 'nasir']","[('nasi', 'kandaq'), ('kandaq', 'nasir')]",negative,0.398818701505661
17305,kg ja kg siputeh padang sera sur jga kdai ni,0,0.0,11/24/2022 20:27:16,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['kg', 'ja', 'kg', 'siputeh', 'padang', 'sera', 'sur', 'jga', 'kdai', 'ni']","[('kg', 'ja'), ('ja', 'kg'), ('kg', 'siputeh'), ('siputeh', 'padang'), ('padang', 'sera'), ('sera', 'sur'), ('sur', 'jga'), ('jga', 'kdai'), ('kdai', 'ni')]",neutral,0.8101334571838379
17306,orng padng sera pnggil kedai nasi kandaq ja,0,0.0,11/26/2022 20:38:19,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['orng', 'padng', 'sera', 'pnggil', 'kedai', 'nasi', 'kandaq', 'ja']","[('orng', 'padng'), ('padng', 'sera'), ('sera', 'pnggil'), ('pnggil', 'kedai'), ('kedai', 'nasi'), ('nasi', 'kandaq'), ('kandaq', 'ja')]",positive,0.4674420654773712
17307,kg,0,0.0,01/23/2023 03:45:25,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,['kg'],[],neutral,0.8647692203521729
17308,terbaik padu,2,0.0,06/02/2023 21:21:38,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['terbaik', 'padu']","[('terbaik', 'padu')]",positive,0.7938017845153809
17309,cakap sedap nas,1,0.0,06/02/2023 23:45:15,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['cakap', 'sedap', 'nas']","[('cakap', 'sedap'), ('sedap', 'nas')]",positive,0.9839193820953369
17310,awek,1,0.0,06/02/2023 17:12:54,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['awek'],[],neutral,0.8647692203521729
17311,mai warung warisan mamak,1,0.0,06/07/2023 01:50:13,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['mai', 'warung', 'warisan', 'mamak']","[('mai', 'warung'), ('warung', 'warisan'), ('warisan', 'mamak')]",neutral,0.9034397602081299
17312,shedapp wo,2,0.0,06/02/2023 19:16:29,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['shedapp', 'wo']","[('shedapp', 'wo')]",positive,0.5956300497055054
17313,dok pergi,1,0.0,06/04/2023 00:08:26,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['dok', 'pergi']","[('dok', 'pergi')]",neutral,0.666415810585022
17314,jalan ni rumah,1,0.0,06/03/2023 18:20:28,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['jalan', 'ni', 'rumah']","[('jalan', 'ni'), ('ni', 'rumah')]",positive,0.7528324127197266
17315,uih mai Kodiang sobat,1,0.0,06/02/2023 20:31:50,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['uih', 'mai', 'Kodiang', 'sobat']","[('uih', 'mai'), ('mai', 'kodiang'), ('kodiang', 'sobat')]",neutral,0.7642689347267151
17316,buh harga senang bajet,0,0.0,08/19/2023 13:50:05,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['buh', 'harga', 'senang', 'bajet']","[('buh', 'harga'), ('harga', 'senang'), ('senang', 'bajet')]",neutral,0.3770652115345001
17317,aa dapnya,0,0.0,06/05/2023 08:16:16,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['aa', 'dapnya']","[('aa', 'dapnya')]",neutral,0.5432921648025513
17318,negeri lapan,0,0.0,06/06/2023 00:53:00,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['negeri', 'lapan']","[('negeri', 'lapan')]",neutral,0.9812248945236206
17319,kenai,0,0.0,09/26/2023 19:25:47,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['kenai'],[],neutral,0.8647691011428833
17320,mai makan kt santai Bedong,0,0.0,06/24/2023 22:32:41,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['mai', 'makan', 'kt', 'santai', 'Bedong']","[('mai', 'makan'), ('makan', 'kt'), ('kt', 'santai'), ('santai', 'bedong')]",negative,0.5848798155784607
17321,tapau makan kedohoq tk,0,0.0,08/09/2023 15:46:21,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['tapau', 'makan', 'kedohoq', 'tk']","[('tapau', 'makan'), ('makan', 'kedohoq'), ('kedohoq', 'tk')]",neutral,0.9782233834266663
17322,alamak,0,0.0,06/03/2023 00:43:27,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['alamak'],[],neutral,0.8647691011428833
17323,aslm ni real,0,0.0,06/24/2023 22:32:16,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['aslm', 'ni', 'real']","[('aslm', 'ni'), ('ni', 'real')]",neutral,0.7277007699012756
17324,namun,0,0.0,06/03/2023 20:44:18,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['namun'],[],neutral,0.8647691011428833
17325,dgan rumah,0,0.0,06/12/2023 22:50:31,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['dgan', 'rumah']","[('dgan', 'rumah')]",neutral,0.977759838104248
17326,dhpi,0,0.0,06/03/2023 12:24:39,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['dhpi'],[],neutral,0.8647691011428833
17327,teman b makan blh,0,0.0,06/03/2023 17:54:46,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['teman', 'b', 'makan', 'blh']","[('teman', 'b'), ('b', 'makan'), ('makan', 'blh')]",neutral,0.6456341743469238
17328,fav,0,0.0,06/17/2023 00:27:02,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih",['fav'],[],neutral,0.8647692203521729
17329,nice pm me,0,0.0,06/13/2023 14:20:57,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['nice', 'pm', 'me']","[('nice', 'pm'), ('pm', 'me')]",positive,0.42506924271583557
17330,kampung kedai tu ja,0,0.0,06/02/2023 22:03:35,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['kampung', 'kedai', 'tu', 'ja']","[('kampung', 'kedai'), ('kedai', 'tu'), ('tu', 'ja')]",neutral,0.8653264045715332
17331,dh pergi sdp,0,0.0,06/25/2023 23:19:11,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['dh', 'pergi', 'sdp']","[('dh', 'pergi'), ('pergi', 'sdp')]",neutral,0.9628537893295288
17332,sberang jalan umah mk,0,0.0,06/18/2023 15:13:03,https://www.tiktok.com/@abangtapau/video/7240012599587376385,"Abang J, Nasi Kukuih","['sberang', 'jalan', 'umah', 'mk']","[('sberang', 'jalan'), ('jalan', 'umah'), ('umah', 'mk')]",positive,0.4215783178806305
17333,,0,0.0,04/07/2025 18:28:16,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,['nan'],[],neutral,0.8647692203521729
17334,tak besa beli makan lg time posa tak slp rmai beratuq beli,0,0.0,12/03/2022 07:00:39,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['tak', 'besa', 'beli', 'makan', 'lg', 'time', 'posa', 'tak', 'slp', 'rmai', 'beratuq', 'beli']","[('tak', 'besa'), ('besa', 'beli'), ('beli', 'makan'), ('makan', 'lg'), ('lg', 'time'), ('time', 'posa'), ('posa', 'tak'), ('tak', 'slp'), ('slp', 'rmai'), ('rmai', 'beratuq'), ('beratuq', 'beli')]",neutral,0.4072898030281067
17335,yass next kedah terai,0,0.0,02/05/2023 16:53:42,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['yass', 'next', 'kedah', 'terai']","[('yass', 'next'), ('next', 'kedah'), ('kedah', 'terai')]",negative,0.37207546830177307
17336,nasir kandar nasir,0,0.0,11/29/2022 16:35:11,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['nasir', 'kandar', 'nasir']","[('nasir', 'kandar'), ('kandar', 'nasir')]",neutral,0.7767513394355774
17337,tujuh kosong kosong ja asing air,0,0.0,11/24/2022 01:10:32,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['tujuh', 'kosong', 'kosong', 'ja', 'asing', 'air']","[('tujuh', 'kosong'), ('kosong', 'kosong'), ('kosong', 'ja'), ('ja', 'asing'), ('asing', 'air')]",positive,0.5469067096710205
17338,,0,0.0,11/24/2022 07:26:45,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,['nan'],[],neutral,0.8647692203521729
17339,tea layer mantap,0,0.0,11/24/2022 10:48:45,https://www.tiktok.com/@_alhisham/video/7169181721945017627,Nasi Kandaq Daniel,"['tea', 'layer', 'mantap']","[('tea', 'layer'), ('layer', 'mantap')]",positive,0.8201708793640137
17340,best lagu,2,1.0,02/28/2024 22:21:51,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['best', 'lagu']","[('best', 'lagu')]",positive,0.9855991005897522
17341,nabila,2,1.0,03/02/2024 00:02:05,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,['nabila'],[],neutral,0.8647692203521729
17342,pewarisnyee open ka kt sabah nie,2,4.0,02/29/2024 13:43:33,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['pewarisnyee', 'open', 'ka', 'kt', 'sabah', 'nie']","[('pewarisnyee', 'open'), ('open', 'ka'), ('ka', 'kt'), ('kt', 'sabah'), ('sabah', 'nie')]",negative,0.5615913271903992
17343,eykin,2,0.0,02/29/2024 00:20:31,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,['eykin'],[],neutral,0.8647692203521729
17344,sedap ka,2,1.0,04/22/2024 18:35:32,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['sedap', 'ka']","[('sedap', 'ka')]",positive,0.9512539505958557
17345,baqu makan alhamdulillah nasi cun boss cun ella oii masuk tt nie,2,3.0,02/28/2024 23:36:54,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['baqu', 'makan', 'alhamdulillah', 'nasi', 'cun', 'boss', 'cun', 'ella', 'oii', 'masuk', 'tt', 'nie']","[('baqu', 'makan'), ('makan', 'alhamdulillah'), ('alhamdulillah', 'nasi'), ('nasi', 'cun'), ('cun', 'boss'), ('boss', 'cun'), ('cun', 'ella'), ('ella', 'oii'), ('oii', 'masuk'), ('masuk', 'tt'), ('tt', 'nie')]",positive,0.9491145610809326
17346,kampung saheh pergi beli mengamit memori,2,0.0,03/20/2024 02:13:14,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['kampung', 'saheh', 'pergi', 'beli', 'mengamit', 'memori']","[('kampung', 'saheh'), ('saheh', 'pergi'), ('pergi', 'beli'), ('beli', 'mengamit'), ('mengamit', 'memori')]",negative,0.5840004086494446
17347,besa pergi dak,2,0.0,02/29/2024 10:08:52,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['besa', 'pergi', 'dak']","[('besa', 'pergi'), ('pergi', 'dak')]",neutral,0.4634186327457428
17348,jalan umah ni,2,0.0,02/29/2024 21:32:16,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,"['jalan', 'umah', 'ni']","[('jalan', 'umah'), ('umah', 'ni')]",positive,0.6284006237983704
17349,haircut,2,0.0,02/29/2024 22:11:28,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,['haircut'],[],neutral,0.8647692203521729
17350,smarak,2,0.0,02/29/2024 22:11:20,https://www.tiktok.com/@deechannel85/video/7340645971786747137,Nasi Goreng Megat,['smarak'],[],neutral,0.8647692203521729
